Batch	Flag	MMS	OCLC	Details	Title
	CHECK-ENCODING	990207737050306576	(OCoLC)55149448	Encoding level: a	Term limits and the dismantling of state legislative professionalism / Thad Kousser.
	CHECK-ENCODING	990208133360306576	(OCoLC)10948886	Encoding level: a	The analysis of linear models / R.R. Hocking.
	CHECK-ENCODING	990208179930306576	(OCoLC)44586583	Encoding level: a	Antifeminism in America : a reader : a collection of readings from the literature of the opponents to U.S. feminism, 1848 to the present / edited with introductions by Angela Howard and Sasha Ranaé Adams Tarrant.
	EDIT-Series490-untraced	990210037940306576	(OCoLC)15284982	Series statement (untraced): Borzoi book	
	CHECK-ENCODING	990210086200306576	(OCoLC)25246020	Encoding level: a	Race : how Blacks and whites think and feel about the American obsession / Studs Terkel.
	EDIT-440	990218990450306576	(OCoLC)28677424	Series, obsolete field: Cambridge studies in American literature and culture ;80	
	EDIT-Series490-untraced	990218990450306576	(OCoLC)28677424	Series statement (untraced): Cambridge studies in American literature and culture ;80FBoU	
	CHECK-ENCODING	990226875230306576	(OCoLC)262426528	Encoding level: 0	The big sort : why the clustering of like-minded America is tearing us apart / Bill Bishop ; with Robert G. Cushing.
	CHECK-ENCODING	990228853420306576	(OCoLC)20996950	Encoding level: 0	Photography and philosophy / Norton Batkin.
	EDIT-440	990228853420306576	(OCoLC)20996950	Series, obsolete field: Harvard dissertations in philosophy	
	CHECK-ENCODING	990229152100306576	(OCoLC)60845518	Encoding level: a	How to prepare a dissertation proposal : suggestions for students in education and the social and behavioral sciences / David R. Krathwohl, Nick L. Smith.
	CHECK-ENCODING	990242913780306576	(OCoLC)377836865	Encoding level: a	Masculine shame : from succubus to the eternal feminine / Mary Y. Ayers.
	CHECK-ENCODING	990243902880306576	(OCoLC)02298215	Encoding level: 0	Ariel / by Sylvia Plath.
	CHECK-ENCODING	990247043530306576	(OCoLC)226388764	Encoding level: 0	Buffett : the making of an American capitalist / Roger Lowenstein.
	CHECK-ENCODING	990249835950306576	(OCoLC)37024981	Encoding level: a	The sacred and the feminine in ancient Greece / edited by Sue Blundell and Margaret Williamson.
	CHECK-ENCODING	990252238120306576	(OCoLC)61151546	Encoding level: a	Indigenous education and empowerment : international perspectives / edited by Ismael Abu-Saad and Duane Champagne.
	CHECK-Series490-traced	990252238120306576	(OCoLC)61151546	Series statement (traced): Contemporary Native American communities ;17	
	CHECK-ENCODING	990258489400306576	(OCoLC)24628579	Encoding level: a	Science and philosophy in classical Greece / edited, with a preface by Alan C. Bowen.
	EDIT-440	990258489400306576	(OCoLC)24628579	Series, obsolete field: Sources and studies in the history and philosophy of classical
                science ;2	
	CHECK-Series490-traced	990258489400306576	(OCoLC)24628579	Series statement (traced): Sources and studies in the history and philosophy of classical science / Institute for Research in Classical Philosophy and Science ;2FTaSU	
	CHECK-ENCODING	990260107780306576	(OCoLC)71344751	Encoding level: 0	Supporting Indigenous children's development : community-university partnerships / Jessica Ball and Alan Pence.
	CHECK-ENCODING	990267756370306576	(OCoLC)16923397	Encoding level: a	The Norton anthology of modern poetry / edited by Richard Ellmann and Robert O'Clair.
	CHECK-ENCODING	990273360810306576	(OCoLC)67242829	Encoding level: 0	Rising up and rising down : some thoughts on violence, freedom and urgent means / William T. Vollmann.
	CHECK-ENCODING	990285967580306576	(OCoLC)48033703	Encoding level: a	Salvador Dalí, 1904-1989 : the paintings / Robert Descharnes, Gilles Néret ; conception of Gilles Néret.
	CHECK-ENCODING	990308143760306576	(OCoLC)751718448	Encoding level: 0	Black like us : a century of lesbian, gay, and bisexual African American fiction / edited by Devon W. Carbado, Dwight A. McBride, and Donald Weise ; foreword by Evelyn C. White.
	EDIT-ISBN_20a-to-z	990308143760306576	(OCoLC)751718448	020a: 9781573447508 (eBook)	
	EDIT-ISBN_20a-to-z	990308143760306576	(OCoLC)751718448	020a: 1573447501 (eBook)	
	CHECK-ENCODING	990308287620306576	(OCoLC)793572649	Encoding level: 0	We are what we pretend to be : the first and last works / Kurt Vonnegut ; [foreword by Nanette Vonnegut]
	CHECK-ENCODING	990333028150306576	(OCoLC)40571675	Encoding level: 0	Joseph Andrews ; and, Shamela / Henry Fielding ; with an introduction by Claude Rawson.
	EDIT-Series490-untraced	990333028150306576	(OCoLC)40571675	Series statement (untraced): Everyman's library ;113	
	CHECK-ENCODING	990340466280306576	(OCoLC)912872432	Encoding level: 0	"How come boys get to keep their noses?" : women and Jewish American identity in contemporary graphic memoirs / Tahneer Oksman.
	CHECK-Series490-traced	990340466280306576	(OCoLC)912872432	Series statement (traced): Gender and culture	
	CHECK-ENCODING	990358127650306576	(OCoLC)991683588	Encoding level: i	Empire of the senses : sensory practices of colonialism in early America / edited by Daniela Hacke, Paul Musselwhite.
	CHECK-Series490-traced	990358127650306576	(OCoLC)991683588	Series statement (traced): Early American history series : the American colonies, 1500-1830 ;volume 8	
	CHECK-ENCODING	990375234360306576	(OCoLC)1140871377	Encoding level: i	The night watchman : a novel / Louise Erdrich.
	CHECK-ENCODING	990381777890306576	(OCoLC)1141858982	Encoding level: i	Passing / Nella Larsen ; introduction and suggestions for further reading by Emily Bernard ; notes by Thadious M. Davis.
	CHECK-Series490-traced	990381777890306576	(OCoLC)1141858982	Series statement (traced): Penguin classics	
	CHECK-Series490-traced	99383843895406576	(OCoLC)1346351823	Series statement (traced): The life of ideas	
	CHECK-ENCODING	99383843899206576		Encoding level: 8	The United States and the Japanese student movement, 1948-1973 : managing a free world / Naoko Koda.
	CHECK-ENCODING	99383843903906576	(OCoLC)969725811	Encoding level: 0	Social design - urban change : arts as urban innovation / Anton Falkeis (ed.) ; translation from German into English: Janima Nam, Camilla Nielsen.
	CHECK-Series490-traced	99383843903906576	(OCoLC)969725811	Series statement (traced): Edition Angewandte,1866-248X	
	EDIT-Series490-untraced	99383843904306576	(OCoLC)1281238058	Series statement (untraced): Methuen Drama agitations: text, politics and performances	
	CHECK-ENCODING	99383845703006576	(OCoLC)768606918	Encoding level: 0	Biological oceanography / Charles B. Miller and Patricia A. Wheeler.
	EDIT-Geo	99383846605106576	(OCoLC)1191456150	No Geo Code; Check Bib Record for Geo Headings	Boyle Heights : how a Los Angeles neighborhood became the future of American democracy / George J. Sánchez.
	CHECK-Series490-traced	99383846605106576	(OCoLC)1191456150	Series statement (traced): American crossroads	
	CHECK-ENCODING	99383848702406576		Encoding level: 8	Communicating with the Gods : spirit-writing in Chinese history and society / edited by Matthias Schumann, Elena Valussi.
	EDIT-Series490-untraced	99383848702406576		Series statement (untraced): Prognostication in history ;11	
	CHECK-ENCODING	99383850004306576	(OCoLC)1084435628	Encoding level: i	The catalogue of shipwrecked books : Christopher Columbus, his son, and the quest to build the world's greatest library / Edward Wilson-Lee.
	CHECK-Series490-traced	99383850303806576	(OCoLC)1330889038	Series statement (traced): Sanskrit texts from the Tibetan Autonomous Region (STARR) ;No. 23	
	CHECK-Series490-traced	99383853402506576	(OCoLC)1289264547	Series statement (traced): Oxford world's classics	
	CHECK-ENCODING	99383853402606576	(OCoLC)1057761437	Encoding level: 0	Residual futures : the urban ecologies of literary and visual media of 1960s and 1970s Japan / Franz Prichard.
	CHECK-Series490-traced	99383853402606576	(OCoLC)1057761437	Series statement (traced): Studies of the Weatherhead East Asian Institute, Columbia University	
	CHECK-Series490-traced	99383853404506576	(OCoLC)1372624298	Series statement (traced): Black Lives in the diaspora : Past/present/future	
	CHECK-Series490-traced	99383853505106576	(OCoLC)1377217639	Series statement (traced): Intersections : histories of environment, science, and technology in the anthropocene	
	CHECK-ENCODING	99383853702006576	(OCoLC)1022075374	Encoding level: i	Historic preservation : an introduction to its history, principles, and practice / Norman Tyler, Ilene R. Tyler, Ted J. Ligibel.
	CHECK-ENCODING	99383854490606576	(OCoLC)775894214	Encoding level: 0	The Oxford handbook of psychoneuroimmunology / edited by Suzanne C. Segerstrom.
	CHECK-Series490-traced	99383854490606576	(OCoLC)775894214	Series statement (traced): Oxford library of psychology	
	CHECK-ENCODING	99383856083706576	(OCoLC)01945558	Encoding level: 0	Elephant girl / Ivor Cutler ; pictures by Helen Oxenbury.
	CHECK-ENCODING	99383856095506576	(OCoLC)28550285	Encoding level: 0	Bilateral communication between the endocrine and immune systems / Charles J. Grossman, editor.
	CHECK-Series490-traced	99383856095506576	(OCoLC)28550285	Series statement (traced): Endocrinology and metabolism ;7FOFTFTaFA	
	CHECK-ENCODING	99383857203206576	(OCoLC)864676578	Encoding level: 0	The moral economy : poverty, credit, and trust in early modern Europe / Laurence Fontaine.
	CHECK-ENCODING	99383857302506576		Encoding level: 8	The space of religion : temple, state, and Buddhist communities in modern China / Yoshiko Ashiwa and David L. Wank.
	EDIT-CIP	99383857302506576		Extent: pages cm	The space of religion : temple, state, and Buddhist communities in modern China / Yoshiko Ashiwa and David L. Wank.
	EDIT-Series490-untraced	99383857302506576		Series statement (untraced): The Sheng yen series in Chinese Buddhist studies	
	CHECK-ENCODING	99383857302606576		Encoding level: 8	In her hands : women protesting the AIDS epidemic in the United States / Emma Day.
	EDIT-CIP	99383857302606576		Extent: pages cm	In her hands : women protesting the AIDS epidemic in the United States / Emma Day.
	CHECK-ENCODING	99383857303806576		Encoding level: 7	The Oxford Handbook of Political Psychology.
	CHECK-ENCODING	99383858204406576	(OCoLC)50002248	Encoding level: 0	Treating alcohol dependence : a coping skills training guide / Peter M. Monti ... [et al.] ; foreword by G. Alan Marlatt.
	CHECK-ENCODING	99383858801606576	(OCoLC)1285371891	Encoding level: 8	Human behavior in the social environment : perspectives on development and the life course / Anissa Taun Rogers.
	EDIT-Series490-untraced	99383858801606576	(OCoLC)1285371891	Series statement (untraced): New directions in social work	
	CHECK-ENCODING	99383864978306576	(OCoLC)1145303505	Encoding level: i	We have always lived in the castle / Shirley Jackson ; afterword by Jonathan Lethem.
	CHECK-Series490-traced	99383864978306576	(OCoLC)1145303505	Series statement (traced): Penguin vitae	
	CHECK-ENCODING	99383864979106576	(OCoLC)1049577515	Encoding level: 0	Pan's labyrinth : the labyrinth of the faun / Guillermo del Toro, Cornelia Funke ; illustrations by Allen Williams.
	CHECK-Multi050	99383864979106576	(OCoLC)1049577515	050-1: PZ7.1.T629Pan 2019 050-2: PS3620.O5875P36 2019	Pan's labyrinth : the labyrinth of the faun / Guillermo del Toro, Cornelia Funke ; illustrations by Allen Williams.
	CHECK-ENCODING	99383864979506576		Encoding level: 8	I capture the castle / Dodie Smith.
	CHECK-ENCODING	99383864979706576	(OCoLC)965595447	Encoding level: 0	Adventures of Huckleberry Finn / editor, R. Kent Rasmussen.
	CHECK-Series490-traced	99383864979706576	(OCoLC)965595447	Series statement (traced): Critical insights	
	CHECK-ENCODING	99383864980906576		Encoding level: 7	An Analysis of Tony Morrison's Playing in the Dark: Whiteness and the Literary Imagination.
	EDIT-Series490-untraced	99383864980906576		Series statement (untraced): The Macat Library	
	CHECK-ENCODING	99383864981206576	(OCoLC)887933058	Encoding level: i	An autobiography and other writings / Anthony Trollope ; edited with an introduction and notes by Nicholas Shrimpton.
	CHECK-URL-Access	99383864981206576	(OCoLC)887933058	http://www.ilibri.casalini.it/toc/TEST	
	CHECK-ENCODING	99383864981806576	(OCoLC)946058566	Encoding level: 0	Dune / Frank Herbert ; series introduction by Neil Gaiman.
	CHECK-Series490-traced	99383864981806576	(OCoLC)946058566	Series statement (traced): Penguin galaxy	
	CHECK-ENCODING	99383864982806576	(OCoLC)52760239	Encoding level: a	Living to tell the tale / by Gabriel Garcia Marquez.
	CHECK-ENCODING	99383864982906576		Encoding level: 7	Narrative Strategies in Joyce's Ulysses.
	CHECK-ENCODING	99383864983006576	(OCoLC)33395438	Encoding level: a	Midnight's children / Salman Rushdie ; with an introduction by Anita Desai.
	EDIT-Series490-untraced	99383864983006576	(OCoLC)33395438	Series statement (untraced): Everyman's library ;217FFmFGCFMFIUFTaSU	
	EDIT-Series490-untraced	99383864983006576	(OCoLC)33395438	Series statement (untraced): Everyman's library.FPeU	
	CHECK-MultipleSeries490	99383864983006576	(OCoLC)33395438	Check Bib record	Midnight's children / Salman Rushdie ; with an introduction by Anita Desai.
	CHECK-ENCODING	99383864983106576	(OCoLC)26974441	Encoding level: 0	Mrs. Dalloway / Virginia Woolf.
	EDIT-Series490-untraced	99383864983106576	(OCoLC)26974441	Series statement (untraced): Everyman's library ;157FBoU	
	CHECK-ENCODING	99383864983406576	(OCoLC)25675864	Encoding level: a	The mill on the Floss / George Eliot ; with an introduction by Rosemary Ashton.
	EDIT-Series490-untraced	99383864983406576	(OCoLC)25675864	Series statement (untraced): Everyman's library ;112	
	CHECK-ENCODING	99383864984606576		Encoding level: 7	Afterwords: Letters on the Death of Virginia Woolf.
	CHECK-ENCODING	99383864985106576	(OCoLC)45243259	Encoding level: a	Arts of the possible : essays and conversations / Adrienne Rich.
	CHECK-ENCODING	99383864986006576	(OCoLC)25632059	Encoding level: a	To the lighthouse / Virginia Woolf ; with an introduction by Julia Briggs.
	CHECK-Series490-traced	99383864986006576	(OCoLC)25632059	Series statement (traced): Everyman's library ;30	
	CHECK-ENCODING	99383864986606576	(OCoLC)51330242	Encoding level: a	Zhu Xi's Reading of the Analects : canon, commentary, and the classical tradition / Daniel K. Gardner.
	CHECK-ENCODING	99383864986706576	(OCoLC)40354776	Encoding level: a	Brief interviews with hideous men / David Foster Wallace.
	CHECK-ENCODING	99383865095206576		Encoding level: 8	Europe in the contemporary world: 1900 to the present : a narrative history with documents / Bonnie G. Smith.
	EDIT-CIP	99383865095206576		Extent: pages cm	Europe in the contemporary world: 1900 to the present : a narrative history with documents / Bonnie G. Smith.
	EDIT-Series490-untraced	99383865102806576		Series statement (untraced): Society for the promotion of Byzantine studies. Publications ;22	
	CHECK-ENCODING	99383865501506576		Encoding level: 8	Whiteness in Puerto Rico : translation at a loss / Guillermo Rebollo Gil.
	EDIT-CIP	99383865501506576		Extent: pages cm	Whiteness in Puerto Rico : translation at a loss / Guillermo Rebollo Gil.
	CHECK-ENCODING	990201262770306576	(OCoLC)50903131	Encoding level: a	Conversations with Miller / Mel Gussow.
	CHECK-ENCODING	990202025260306576	(OCoLC)08954566	Encoding level: 0	Black marriage and family therapy / edited by Constance E. Obudho.
	CHECK-Series490-traced	990202025260306576	(OCoLC)08954566	Series statement (traced): Contributions in Afro-American and African studies,0069-9624 ;no. 72	
	CHECK-ENCODING	990202321540306576	(OCoLC)32526263	Encoding level: a	The Tibetan book of living and dying / Sogyal Rinpoche ; edited by Patrick Gaffney and Andrew Harvey.
	CHECK-ENCODING	990206669940306576	(OCoLC)48435341	Encoding level: a	Haiti's predatory republic : the unending transition to democracy / Robert Fatton, Jr.
	CHECK-ENCODING	990207436000306576	(OCoLC)30035142	Encoding level: 0	The frontier in American culture : an exhibition at the Newberry Library, August 26, 1994 - January 7, 1995 / essays by Richard White, Patricia Nelson Limerick ; edited by James R. Grossman.
	CHECK-ENCODING	990209320980306576	(OCoLC)41266156	Encoding level: 0	A theory of justice / John Rawls.
	CHECK-ENCODING	990209598220306576	(OCoLC)233173377	Encoding level: 0	Folktales of the Amazon / Juan Carlos Galeano ; translated by Rebecca Morgan and Kenneth Watson ; foreword by Michael Uzendoski.
	CHECK-ENCODING	990218419260306576	(OCoLC)62762208	Encoding level: 0	Cervantes' Don Quixote : a reference guide / Howard Mancing.
	EDIT-440	990218419260306576	(OCoLC)62762208	Series, obsolete field: Greenwood guides to multicultural literature	
	CHECK-ENCODING	990219630220306576	(OCoLC)45879534	Encoding level: 0	Poetry and the age / Randall Jarrell.
	CHECK-ENCODING	990219664010306576	(OCoLC)61512984	Encoding level: 0	Major powers and peacekeeping : perspectives, priorities and the challenges of military intervention / edited by Rachel E. Utley.
	CHECK-ENCODING	990220145920306576	(OCoLC)72151012	Encoding level: a	Third wave feminism and television : Jane puts it in a box / edited by Merri Lisa Johnson.
	EDIT-440	990220145920306576	(OCoLC)72151012	Series, obsolete field: Reading contemporary television	
	EDIT-Series490-untraced	990220145920306576	(OCoLC)72151012	Series statement (untraced): Reading contemporary televisionFBoU	
	CHECK-ENCODING	990224265630306576	(OCoLC)449844391	Encoding level: 0	A visit from the Goon Squad / Jennifer Egan.
	CHECK-ENCODING	990225039500306576	(OCoLC)61131837	Encoding level: 0	The sista' network : African-American women faculty successfully negotiating the road to tenure / Tuesday L. Cooper.
	CHECK-ENCODING	990229530020306576	(OCoLC)137244774	Encoding level: 0	Two trains running : 1969 / August Wilson ; foreword by Laurence Fishburne.
	EDIT-440	990229530020306576	(OCoLC)137244774	Series, obsolete field: The August Wilson century cycle	
	CHECK-Series490-traced	990229530020306576	(OCoLC)137244774	Series statement (traced): The August Wilson century cycleFTSFSsNC	
	CHECK-Sets-ISBN_020A	990229530020306576	(OCoLC)137244774	ISBN:9781559363037 1559363037 9781559363075 (set) 155936307X (set) 9781559363037 (vol.)	
	CHECK-Sets-ISBN_020A	990229530020306576	(OCoLC)137244774	ISBN:9781559363037 1559363037 9781559363075 (set) 155936307X (set) 9781559363037 (vol.)	
	CHECK-Sets-ISBN_020A	990229530020306576	(OCoLC)137244774	ISBN:9781559363037 1559363037 9781559363075 (set) 155936307X (set) 9781559363037 (vol.)	
	CHECK-ENCODING	990232718490306576	(OCoLC)60705617	Encoding level: 0	Gender and crime : patterns of victimization and offending / edited by Karen Heimer and Candace Kruttschnitt.
	EDIT-440	990232718490306576	(OCoLC)60705617	Series, obsolete field: New perspectives in crime, deviance, and law series	
	CHECK-ENCODING	990233434250306576	(OCoLC)658812810	Encoding level: 5	Shakesqueer : a queer companion to the complete works of Shakespeare / edited by Madhavi Menon.
	CHECK-Series490-traced	990233434250306576	(OCoLC)658812810	Series statement (traced): Series QFTaSUFTaFAFPeUFBoUFOFT	
	CHECK-ENCODING	990234456890306576	(OCoLC)663822388	Encoding level: 0	The politics of dictatorship : institutions and outcomes in authoritarian regimes / Erica Frantz, Natasha Ezrow.
	CHECK-ENCODING	990239643290306576	(OCoLC)36126869	Encoding level: a	The Black bourgeoisie / E. Franklin Frazier.
	CHECK-ENCODING	990243862800306576	(OCoLC)55600823	Encoding level: a	English bookbinding styles, 1450-1800 : a handbook / David Pearson.
	CHECK-ENCODING	990257443610306576	(OCoLC)65361042	Encoding level: 0	Plague and the end of antiquity : the pandemic of 541-750 / edited by Lester K. Little.
	CHECK-ENCODING	990258567810306576	(OCoLC)56214707	Encoding level: 0	Play directing : analysis, communication, and style / Francis Hodge, Michael McLain.
	CHECK-ENCODING	990271646100306576	(OCoLC)744560566	Encoding level: a	Patrick Chamoiseau : a critical introduction / Wendy Knepper.
	EDIT-ISBN_20a-to-z	990271646100306576	(OCoLC)744560566	020a: 9781617031557 (ebook)	
	EDIT-ISBN_20a-to-z	990271646100306576	(OCoLC)744560566	020a: 1617031550 (ebook)	
	CHECK-Series490-traced	990271646100306576	(OCoLC)744560566	Series statement (traced): Caribbean studies seriesFTaSUFMFIUFU	
	CHECK-ENCODING	990271731590306576	(OCoLC)729342132	Encoding level: a	In wonderland : the surrealist adventures of women artists in Mexico and the United States / edited by Ilene Susan Fort, Tere Arcq, with Terri Geis ; contributions by Dawn Ades ... [et al.].
	CHECK-ENCODING	990275411430306576	(OCoLC)759174347	Encoding level: 0	Utopia/dystopia : construction and destruction in photography and collage / by Yasufumi Nakamori with Graham Bader.
	CHECK-ENCODING	990282506030306576	(OCoLC)50997820	Encoding level: 0	Atlas shrugged / Ayn Rand.
	CHECK-ENCODING	990286308800306576	(OCoLC)122261532	Encoding level: 0	China, the U.S., and the power-transition theory : a critique / Steve Chan.
	CHECK-ENCODING	990294171420306576	(OCoLC)51393338	Encoding level: a	"Why are all the Black kids sitting together in the cafeteria?" : and other conversations about race / Beverly Daniel Tatum.
	CHECK-ENCODING	990302822430306576	(OCoLC)41721758	Encoding level: a	On the road / Jack Kerouac.
	CHECK-Series490-traced	990302822430306576	(OCoLC)41721758	Series statement (traced): Penguin great books of the 20th century	
	CHECK-ENCODING	990318633340306576	(OCoLC)823387331	Encoding level: i	Two boys kissing / David Levithan.
	CHECK-ENCODING	990325235570306576	(OCoLC)828630978	Encoding level: 0	Gordon Parks : a Harlem family 1967 / Gordon Parks ; edited by Thelma Golden, Elizabeth Gwinn and Lauren Haynes ; foreword by Raymond J. McGuire ; preface by Peter W. Kunhardt, Jr. ; essays by Thelma Golden and Lauren Haynes.
	CHECK-ENCODING	990330332280306576	(OCoLC)868427723	Encoding level: 0	Faithful and virtuous night / Louise Glück.
	CHECK-ENCODING	990349716350306576	(OCoLC)945359076	Encoding level: i	World atlas of tea / Krisi Smith.
	CHECK-ENCODING	990380203890306576		Encoding level: i	Indian education for all : decolonizing indigenous education in public schools / John P. Hopkins.
	CHECK-Series490-traced	990380203890306576		Series statement (traced): Multicultural education series	
	CHECK-ENCODING	990381884050306576	(OCoLC)944077309	Encoding level: i	Toms, coons, mulattoes, mammies, and bucks : an interpretive history of Blacks in American films / Donald Bogle.
