Batch	Flag	MMS	OCLC	Details	Title
	CHECK-ENCODING	99383853404606576		Encoding level: 3	Spirited diasporas [electronic resource] : personal narratives and global futures of Afro-Atlantic religions / edited by Martin Tsang ; foreword by Solimar Otero.
	CHECK-Cataloging Language	99383853404606576		040-b: 	Spirited diasporas [electronic resource] : personal narratives and global futures of Afro-Atlantic religions / edited by Martin Tsang ; foreword by Solimar Otero.
	EDIT-Geo	99383853404606576		No Geo Code; Check Bib Record for Geo Headings	Spirited diasporas [electronic resource] : personal narratives and global futures of Afro-Atlantic religions / edited by Martin Tsang ; foreword by Solimar Otero.
	CHECK-Cataloging Language	99383853704806576	(OCoLC)1302005745	040-b: 	The origin and persistence of evil in Galatians / Tyler A. Stewart.
	CHECK-ENCODING	99383853801206576		Encoding level: 3	Emotional Alterity in the Medieval North Sea World.
	CHECK-Cataloging Language	99383853801206576		040-b: 	Emotional Alterity in the Medieval North Sea World.
	EDIT-Series490-untraced	99383853801206576		Series statement (untraced): Palgrave Studies in the History of Emotions Series	
	CHECK-Cataloging Language	99383853802606576	(OCoLC)1374429263	040-b: 	Surviving squid game : a guide to K-drama, Netflix, and global streaming wars / Suk-Young Kim.
	CHECK-ENCODING	99383853802806576	(OCoLC)1379359752	Encoding level: 3	Depicting the Consumer of Experiential Luxury : Identities, Values and Consumption Goals in Online Reviewer Discourse on Wine, Perfume and Chocolate.
	CHECK-Cataloging Language	99383853802806576	(OCoLC)1379359752	040-b: 	Depicting the Consumer of Experiential Luxury : Identities, Values and Consumption Goals in Online Reviewer Discourse on Wine, Perfume and Chocolate.
	CHECK-Cataloging Language	99383853803106576	(OCoLC)1392346548	040-b: 	Black communication in the age of disinformation : deepfakes and synthetic media / Kehbuma Langmia, editor.
	CHECK-100-INDICATOR	99383853803106576	(OCoLC)1392346548	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383853803106576	(OCoLC)1392346548	245 Ind1: 0	Black communication in the age of disinformation : deepfakes and synthetic media / Kehbuma Langmia, editor.
	CHECK-ENCODING	99383854005206576	(OCoLC)810085226	Encoding level: K	An introduction to dynamic meteorology / James R. Holton, Gregory J. Hakim.
	CHECK-Cataloging Language	99383854100306576	(OCoLC)962064531	040-b: 	Advanced introduction to public choice / Randall G. Holcombe [and three others].
	CHECK-Series490-traced	99383854100706576	(OCoLC)1148879368	Series statement (traced): Quantitative Methods in the Humanities and Social Sciences Ser.	
	CHECK-ENCODING	99383854491106576	(OCoLC)1041947460	Encoding level: M	Health Behavior Change : Theories, Methods and Interventions.
	CHECK-Cataloging Language	99383854491806576		040-b: 	Women do genre in film and television / edited by Mary Harrod and Katarzyna Paszkiewicz.
	CHECK-100-INDICATOR	99383854491806576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383854491806576		245 Ind1: 0	Women do genre in film and television / edited by Mary Harrod and Katarzyna Paszkiewicz.
	EDIT-Series490-untraced	99383854491806576		Series statement (untraced): Routledge Research in Cultural and Media Studies	
	CHECK-Cataloging Language	99383854492106576	(OCoLC)1299386651	040-b: 	Advances in urbanism, smart cities, and sustainability / edited by Uday Chatterjee [and three others].
	CHECK-Cataloging Language	99383854495606576	(OCoLC)1348488591	040-b: 	Authority and history : ancient models, modern questions / edited by Juliana Bastos Marques and Federico Santangelo.
	CHECK-Cataloging Language	99383854702606576		040-b: 	Language, communication, and intergroup relations : a celebration of the scholarship of Howard Giles / edited by Jake Harwood, Jessica Gasiorek, Herbert Pierson, Jon F. NussBaum, Cindy Gallois.
	CHECK-100-INDICATOR	99383854702606576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383854702606576		245 Ind1: 0	Language, communication, and intergroup relations : a celebration of the scholarship of Howard Giles / edited by Jake Harwood, Jessica Gasiorek, Herbert Pierson, Jon F. NussBaum, Cindy Gallois.
	CHECK-Cataloging Language	99383856070706576	(OCoLC)1395183011	040-b: 	Practicing privacy literacy in academic libraries : theories, methods, and cases / edited by Sarah Hartman-Caverly and Alexandria Chisholm.
	CHECK-100-INDICATOR	99383856070706576	(OCoLC)1395183011	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383856070706576	(OCoLC)1395183011	245 Ind1: 0	Practicing privacy literacy in academic libraries : theories, methods, and cases / edited by Sarah Hartman-Caverly and Alexandria Chisholm.
	CHECK-Cataloging Language	99383856074606576	(OCoLC)958543448	040-b: 	Twelfth night, or, What you will / by William Shakespeare.
	EDIT-Geo	99383856074606576	(OCoLC)958543448	No Geo Code; Check Bib Record for Geo Headings	Twelfth night, or, What you will / by William Shakespeare.
	CHECK-Cataloging Language	99383856079606576	(OCoLC)1013877574	040-b: 	The racial order / Mustafa Emirbayer and Matthew Desmond.
	CHECK-ENCODING	99383856091506576	(OCoLC)1286427483	Encoding level: 3	Mirror : The Nest.
	CHECK-Cataloging Language	99383856091506576	(OCoLC)1286427483	040-b: 	Mirror : The Nest.
	CHECK-Series490-traced	99383856091506576	(OCoLC)1286427483	Series statement (traced): Mirror	
	CHECK-ENCODING	99383857300506576		Encoding level: 7	Immigration : an American history / Carl J. Bon Tempo, Hasia R. Diner.
	CHECK-Cataloging Language	99383857300506576		040-b: 	Immigration : an American history / Carl J. Bon Tempo, Hasia R. Diner.
	EDIT-ISBN_20a-to-z	99383857300506576		020a: 0300226861 !q (hardcover)	
	EDIT-ISBN_20a-to-z	99383857300506576		020a: 9780300226867 !q (hardcover)	
	EDIT-Geo	99383857300506576		No Geo Code; Check Bib Record for Geo Headings	Immigration : an American history / Carl J. Bon Tempo, Hasia R. Diner.
	CHECK-ENCODING	99383857302406576		Encoding level: 3	On the Digital Humanities : Essays and Provocations.
	CHECK-Cataloging Language	99383857302406576		040-b: 	On the Digital Humanities : Essays and Provocations.
	CHECK-ENCODING	99383858204106576	(OCoLC)784953095	Encoding level: K	Understanding the disenfranchisement of Latino men and boys [electronic resource] : invisible no more / edited by Pedro Noguera, Aída Hurtado, Edward Fergus.
	CHECK-Cataloging Language	99383858204106576	(OCoLC)784953095	040-b: 	Understanding the disenfranchisement of Latino men and boys [electronic resource] : invisible no more / edited by Pedro Noguera, Aída Hurtado, Edward Fergus.
	CHECK-Cataloging Language	99383858204506576	(OCoLC)870589120	040-b: 	General introduction to psychoanalysis / Sigmund Freud ; translated by G. Stanley Hall.
	CHECK-ENCODING	99383858598706576		Encoding level: 7	From Concept to Monument [electronic resource] : Papers in Honour of Janet Delaine.
	CHECK-Cataloging Language	99383858598706576		040-b: 	From Concept to Monument [electronic resource] : Papers in Honour of Janet Delaine.
	CHECK-ENCODING	99383858804506576	(OCoLC)830101465	Encoding level: K	Bird by bird : some instructions on writing and life / Anne Lamott.
	CHECK-100-INDICATOR	99383864950406576	(OCoLC)1341443342 (OCoLC)cis064666539	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383864950406576	(OCoLC)1341443342 (OCoLC)cis064666539	245 Ind1: 0	Mapping identity-induced marginalisation in India : inclusion and access in the land of unequal opportunities / Raosaheb K. Kale, Sanghmitra S. Acharya, editors.
	CHECK-Cataloging Language	99383865086706576	(OCoLC)1351257687	040-b: 	Handbook of research on ethnic and intra-cultural marketing / edited by Glen H. Brodowsky, Camille P. Schuster, Rebeca Perren.
	CHECK-Cataloging Language	99383865090806576	(OCoLC)1099253425	040-b: 	Cultural policy and federalism / Jonathan Paquette.
	CHECK-Cataloging Language	99383865094706576	(OCoLC)1401059589	040-b: 	Multiscale Geographically Weighted Regression : Theory and Practice / A. Stewart Fotheringham, Taylor M. M. Oshan, and Ziqi Li.
	CHECK-Cataloging Language	99383865104506576		040-b: 	The Theatre of Katie Mitchell / edited by Benjamin Fowler.
	CHECK-100-INDICATOR	99383865104506576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383865104506576		245 Ind1: 0	The Theatre of Katie Mitchell / edited by Benjamin Fowler.
	CHECK-Series490-traced	99383865104506576		Series statement (traced): 4x45	
	CHECK-ENCODING	99383865104706576	(OCoLC)1020639737	Encoding level: K	The director's toolkit : the directing process from play selection to production / Robin J. Schraft.
	CHECK-Cataloging Language	99383865105006576		040-b: 	Physical dramaturgy : perspectives from the field / edited by Rachel Bowditch, Jeff Casazza and Annette Thornton.
	CHECK-100-INDICATOR	99383865105006576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383865105006576		245 Ind1: 0	Physical dramaturgy : perspectives from the field / edited by Rachel Bowditch, Jeff Casazza and Annette Thornton.
	CHECK-Cataloging Language	99383865105206576		040-b: 	Performance and phenomenology : traditions and transformations / edited by Maaike Bleeker, Jon Foley Sherman, and Eirini Nedelkopoulou.
	CHECK-100-INDICATOR	99383865105206576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383865105206576		245 Ind1: 0	Performance and phenomenology : traditions and transformations / edited by Maaike Bleeker, Jon Foley Sherman, and Eirini Nedelkopoulou.
	CHECK-Series490-traced	99383865105206576		Series statement (traced): Routledge advances in theatre and performance studies ;40	
	CHECK-Cataloging Language	99383865492406576	(OCoLC)1319222662	040-b: 	The Black woman's guide to overcoming domestic violence : tools to move beyond trauma, reclaim freedom & create the life you deserve / Shavonne J. Moore-Lobban, PhD and Robyn L. Gobin, PhD.
	CHECK-ENCODING	99383865496506576	(OCoLC)1303085696	Encoding level: 3	A clinical introduction to Lacanian psychoanalysis [electronic resource] : theory and technique / Bruce Fink.
	CHECK-Cataloging Language	99383865496506576	(OCoLC)1303085696	040-b: 	A clinical introduction to Lacanian psychoanalysis [electronic resource] : theory and technique / Bruce Fink.
	EDIT-ISBN_20a-to-z	99383865496506576	(OCoLC)1303085696	020a: 0674135350 (alk. paper)	
	CHECK-Cataloging Language	99383926901306576	(OCoLC)1392342476	040-b: 	Reflections on ecotextuality from India : greening literature Anew / edited by Jibu Mathew George and Mathew John Kokkatt.
	CHECK-ENCODING	99383927001706576		Encoding level: 7	Telling Stories : Perspectives on Longitudinal Writing Research / edited by Jenn Fishman and Amy C. Kimme Hea.
	CHECK-Cataloging Language	99383927001706576		040-b: 	Telling Stories : Perspectives on Longitudinal Writing Research / edited by Jenn Fishman and Amy C. Kimme Hea.
	CHECK-100-INDICATOR	99383927001706576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383927001706576		245 Ind1: 0	Telling Stories : Perspectives on Longitudinal Writing Research / edited by Jenn Fishman and Amy C. Kimme Hea.
	EDIT-264-missing-©	99383927001706576		[2023]	
	CHECK-Cataloging Language	99383927002706576	(OCoLC)1382318785	040-b: 	What made the eighteenth century writers and their novels / Stefano Mochi.
	CHECK-ENCODING	99383965703906576	(OCoLC)868270428 (OCoLC)cis027345266	Encoding level: 7	The craftsman's handbook : the Italian "Il libro dell'arte / Cennino D'Andrea Cennini ; translated by Daniel V. Thompson, Jr.
	CHECK-Series490-traced	99383965703906576	(OCoLC)868270428 (OCoLC)cis027345266	Series statement (traced): Dover craft books	
	CHECK-ENCODING	99383970904806576	(OCoLC)1371755723	Encoding level: 3	Teaching and learning third languages [electronic resource] / Francesca D'Angelo.
	CHECK-Cataloging Language	99383970904806576	(OCoLC)1371755723	040-b: 	Teaching and learning third languages [electronic resource] / Francesca D'Angelo.
	CHECK-Series490-traced	99383970904806576	(OCoLC)1371755723	Series statement (traced): Second language acquisition ;159	
	CHECK-Cataloging Language	99383971204406576	(OCoLC)1385456546	040-b: 	Cognitive implications for raising cross-language awareness in foreign language acquisition / Tina Cok.
	CHECK-Cataloging Language	99383971805306576	(OCoLC)1110487343	040-b: 	Media, Sport, Nationalism : East Asia: Soft Power Projection Via the Modern Olympic Games.
	CHECK-100-INDICATOR	99383971805306576	(OCoLC)1110487343	Ind1:  , Ind2:  	
	EDIT-Geo	99383971805306576	(OCoLC)1110487343	No Geo Code; Check Bib Record for Geo Headings	Media, Sport, Nationalism : East Asia: Soft Power Projection Via the Modern Olympic Games.
	EDIT-245Ind1	99383971805306576	(OCoLC)1110487343	245 Ind1: 0	Media, Sport, Nationalism : East Asia: Soft Power Projection Via the Modern Olympic Games.
	CHECK-Cataloging Language	99383975203506576	(OCoLC)868491428	040-b: 	Hokusai / Edmond de Goncourt.
	CHECK-ENCODING	99383975203706576	(OCoLC)1336405143	Encoding level: 3	Exalted and assaulted [electronic resource] : conflicted sentiments about the profession of classroom teaching in America / Michael F Addonizio.
	CHECK-Cataloging Language	99383975203706576	(OCoLC)1336405143	040-b: 	Exalted and assaulted [electronic resource] : conflicted sentiments about the profession of classroom teaching in America / Michael F Addonizio.
	CHECK-ENCODING	99383975203906576	(OCoLC)852759309	Encoding level: M	What Causes War? : an Introduction to Theories of International Conflict.
	CHECK-Cataloging Language	99383975204206576	(OCoLC)1400081818	040-b: 	Grading for Equity : What It Is, Why It Matters, and How It Can Transform Schools and Classrooms / Joe Feldman.
	CHECK-Cataloging Language	99383977701606576	(OCoLC)1057725994	040-b: 	Treating adult survivors of childhood emotional abuse and neglect : component-based psychotherapy / Elizabeth K. Hopper [and three others] ; foreword by Bessel A. van der Kolk ; introduction by Christine A. Courtois.
	CHECK-ENCODING	99383977702806576	(OCoLC)1359603994	Encoding level: 7	COMBATING CRIME ON THE DARK WEB [electronic resource] : learn how to access the dark web safely and not fall victim to cybercrime / Nearchos Nearchou.
	CHECK-Cataloging Language	99383977702806576	(OCoLC)1359603994	040-b: 	COMBATING CRIME ON THE DARK WEB [electronic resource] : learn how to access the dark web safely and not fall victim to cybercrime / Nearchos Nearchou.
	CHECK-100-INDICATOR	99383977704106576	(OCoLC)1289371922 (OCoLC)cis062675174	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383977704106576	(OCoLC)1289371922 (OCoLC)cis062675174	245 Ind1: 0	The internet of medical things : enabling technologies and emerging applications / edited by Subhendu Kumar Pani, Priyadarsan Patra, Gianluigi Ferrari, Radoslava Kraleva, Henry Wang.
	CHECK-Series490-traced	99383977704106576	(OCoLC)1289371922 (OCoLC)cis062675174	Series statement (traced): Healthcare technologies series	
	CHECK-ENCODING	99383980804406576	(OCoLC)1396065780	Encoding level: 7	Women and Devotional Literature in the Middle Ages [electronic resource] : Giving Voice to Silence. Essays in Honour of Catherine Innes-Parker.
	CHECK-Cataloging Language	99383980804406576	(OCoLC)1396065780	040-b: 	Women and Devotional Literature in the Middle Ages [electronic resource] : Giving Voice to Silence. Essays in Honour of Catherine Innes-Parker.
	EDIT-Series490-untraced	99383980804406576	(OCoLC)1396065780	Series statement (untraced): Gender in the Middle Ages Series ;v.21	
	CHECK-ENCODING	99383980804606576		Encoding level: 7	Digital therapy : the new age of healthcare / Laure Beyala.
	CHECK-Cataloging Language	99383980804606576		040-b: 	Digital therapy : the new age of healthcare / Laure Beyala.
	CHECK-Cataloging Language	99383980804706576	(OCoLC)1259323866	040-b: 	Population health analytics / Martha Sylvia, Ines Vigil.
	CHECK-100-INDICATOR	99383988003806576	(OCoLC)1268120152 (OCoLC)cis063652112	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383988003806576	(OCoLC)1268120152 (OCoLC)cis063652112	245 Ind1: 0	The Oxford handbook of moral responsibility / edited by Dana Kay Nelkin and Derk Pereboom.
	CHECK-Cataloging Language	99383999302106576	(OCoLC)1226584792	040-b: 	Arab MENA countries : vulnerabilities and constraints against democracy on the eve of the global COVID-19 crisis / Hussein Solomon, Arno Tausch.
	CHECK-Cataloging Language	99383999302506576	(OCoLC)1204139604	040-b: 	Disinformation and fake news / edited by Shashi Jayakumar, Benjamin Ang, Nur Diyanah Anwar.
	CHECK-Cataloging Language	99383999302606576	(OCoLC)1358406064	040-b: 	East Asians in the League of Nations : actors, empires and regions in early global politics / Christopher R. Hughes, Hatsue Shinohara, editors.
	CHECK-Cataloging Language	99383999303106576	(OCoLC)1259592148	040-b: 	Handbook of research on promoting social justice for immigrants and refugees through active citizenship and intercultural education / Isabel Maria Gomez Barreto.
	CHECK-Cataloging Language	99383999303506576	(OCoLC)1385456328	040-b: 	News Media Coverage of the Vice-Presidential Selection Process : What's Wrong with the Veepstakes? / Christopher J. Devine.
	CHECK-Cataloging Language	99383999303706576	(OCoLC)1298412969	040-b: 	Non-western global theories of international relations / edited by Samantha Cooke.
	CHECK-100-INDICATOR	99383999303706576	(OCoLC)1298412969	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383999303706576	(OCoLC)1298412969	245 Ind1: 0	Non-western global theories of international relations / edited by Samantha Cooke.
	CHECK-ENCODING	99383999397006576	(OCoLC)1225545151	Encoding level: M	Health Sciences Literature Review Made Easy.
	CHECK-Cataloging Language	99383999802806576	(OCoLC)1261366748	040-b: 	The future of multilateralism : global cooperation and international organizations / Madeleine Hosli [and three others].
	CHECK-Cataloging Language	99383999803306576	(OCoLC)1350688166	040-b: 	Democratic despotisms / Marta Nunes Da Costa.
	CHECK-Cataloging Language	99383999804906576	(OCoLC)1249472698	040-b: 	Digital identity, virtual borders and social media : a panacea for migration governance? / edited by Emre E. Korkmaz.
	CHECK-100-INDICATOR	99383999804906576	(OCoLC)1249472698	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383999804906576	(OCoLC)1249472698	245 Ind1: 0	Digital identity, virtual borders and social media : a panacea for migration governance? / edited by Emre E. Korkmaz.
	CHECK-Cataloging Language	99383999902306576	(OCoLC)1369485293	040-b: 	Research Handbook on Visual Politics / edited by Darren Lilleker and Anastasia Veneti.
	CHECK-Series490-traced	99383999902306576	(OCoLC)1369485293	Series statement (traced): Elgar Handbooks in Political Science	
	CHECK-Cataloging Language	99383999904206576	(OCoLC)1292065162	040-b: 	Conceptualising risk assessment and management across the public sector : from theory to practice / Jennifer Murray, Iniobong Enang.
	CHECK-ENCODING	990224017800306576	(OCoLC)1085169590	Encoding level: M	Obama's Wars
	CHECK-Series490-traced	990251176740306576	(OCoLC)826652823	Series statement (traced): Routledge/Asian Studies Association of Australia (ASAA) East Asia series ;11	
	CHECK-Cataloging Language	99383818096606576		040-b: 	Visual tools for transforming information into knowledge / David Hyerle ; prologue by Arthur L. Costa ; foreword by Robert J. Marzano.
	CHECK-Cataloging Language	99383818096806576	(OCoLC)0876046132	040-b: 	The quest for community : a study in the ethics of order and freedom / Robert Nisbet ; with an introduction by Ross Douthat.
	CHECK-Cataloging Language	99383818097506576		040-b: 	Seeing white : an introduction to white privilege and race / Jean Halley, Amy Eshleman, Ramya Mahadevan Vijaya.
	EDIT-ISBN_20a-to-z	99383818098106576	(OCoLC)615638436	020a: 9780226044095 (alk. paper)	
	EDIT-ISBN_20a-to-z	99383818098106576	(OCoLC)615638436	020a: 0226044092 (alk. paper)	
	CHECK-Cataloging Language	99383818099306576	(OCoLC)311094500	040-b: 	Generalized anxiety disorder [electronic resource] : advances in research and practice / edited by Richard G. Heimberg, Cynthia L. Turk, Douglas S. Mennin.
	CHECK-100-INDICATOR	99383818099306576	(OCoLC)311094500	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383818099306576	(OCoLC)311094500	245 Ind1: 0	Generalized anxiety disorder [electronic resource] : advances in research and practice / edited by Richard G. Heimberg, Cynthia L. Turk, Douglas S. Mennin.
	CHECK-Cataloging Language	99383818099706576	(OCoLC)726852570	040-b: 	Cognitive methods in social psychology [electronic resource] / edited by Karl Christoph Klauer, Andreas Voss, and Christoph Stahl.
	CHECK-100-INDICATOR	99383818099706576	(OCoLC)726852570	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383818099706576	(OCoLC)726852570	245 Ind1: 0	Cognitive methods in social psychology [electronic resource] / edited by Karl Christoph Klauer, Andreas Voss, and Christoph Stahl.
	CHECK-Cataloging Language	99383839705306576	(OCoLC)1269419779	040-b: 	Wealth, poverty, and charity in Jewish antiquity / Gregg E. Gardner.
	CHECK-Cataloging Language	99383841204606576		040-b: 	The Methuen Drama handbook of theatre history and historiography / edited by Claire Cochrane, Jo Robinson.
	EDIT-ISBN_20a-to-z	99383841204606576		020a: 9781350034297 (hardback)	
	CHECK-100-INDICATOR	99383841204606576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383841204606576		245 Ind1: 0	The Methuen Drama handbook of theatre history and historiography / edited by Claire Cochrane, Jo Robinson.
	EDIT-Series490-untraced	99383841204606576		Series statement (untraced): Methuen drama handbooks	
	EDIT-Series490-untraced	99383843573306576	(OCoLC)1268545499 (OCoLC)cis063052889	Series statement (untraced): Contemporary perspectives on leadership learning	
	CHECK-100-INDICATOR	99383843573406576	(OCoLC)1256592371 (OCoLC)cis062157914	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383843573406576	(OCoLC)1256592371 (OCoLC)cis062157914	245 Ind1: 0	Shifting the mindset : socially just leadership education / edited by Kathy L. Guthrie, Florida State University and Vivechkanand S. Chunoo, University of Illinois at Urbana-Champaign.
	EDIT-Series490-untraced	99383843573406576	(OCoLC)1256592371 (OCoLC)cis062157914	Series statement (untraced): Contemporary perspectives on leadership learning	
	CHECK-Cataloging Language	99383843589906576	(OCoLC)1225550990	040-b: 	Collaborative planning : shaping places in fragmented societies / Patsy Healey.
	CHECK-Series490-traced	99383843589906576	(OCoLC)1225550990	Series statement (traced): Planning, environment, cities	
	CHECK-ENCODING	99383843601906576		Encoding level: 3	Cross-Cultural Consumer Behavior [electronic resource].
	CHECK-Cataloging Language	99383843601906576		040-b: 	Cross-Cultural Consumer Behavior [electronic resource].
	CHECK-Series490-traced	99383843605106576	(OCoLC)1349223875	Series statement (traced): Princeton economic history of the western world	
	CHECK-Cataloging Language	99383843893606576		040-b: 	Two Buddhas seated side by side : a guide to the Lotus Sūtra / Donald S. Lopez Jr. and Jacqueline I. Stone.
	CHECK-ENCODING	99383843896206576		Encoding level: 7	Asylum Between Nations [electronic resource] : Refugees in a Revolutionary Era.
	CHECK-Cataloging Language	99383843896206576		040-b: 	Asylum Between Nations [electronic resource] : Refugees in a Revolutionary Era.
	EDIT-Geo	99383843896206576		No Geo Code; Check Bib Record for Geo Headings	Asylum Between Nations [electronic resource] : Refugees in a Revolutionary Era.
	CHECK-ENCODING	99383843898806576	(OCoLC)252679544	Encoding level: M	Italy in the central Middle Ages : 1000-1300 / edited by David Abulafia.
	CHECK-Series490-traced	99383843898806576	(OCoLC)252679544	Series statement (traced): Short Oxford history of Italy	
	CHECK-ENCODING	99383843900706576		Encoding level: 3	Caribbean Prophet [electronic resource].
	CHECK-Cataloging Language	99383843900706576		040-b: 	Caribbean Prophet [electronic resource].
	CHECK-Cataloging Language	99383843905106576	(OCoLC)927198697	040-b: 	Foundations of image science / Harrison H. Barrett, Kyle J. Myers.
	CHECK-ENCODING	99383846601806576		Encoding level: 7	DETENTION EMPIRE [electronic resource] : reagan's war on immigrants and the seeds of resistance.
	CHECK-Cataloging Language	99383846601806576		040-b: 	DETENTION EMPIRE [electronic resource] : reagan's war on immigrants and the seeds of resistance.
	EDIT-Geo	99383846601806576		No Geo Code; Check Bib Record for Geo Headings	DETENTION EMPIRE [electronic resource] : reagan's war on immigrants and the seeds of resistance.
	EDIT-Series490-untraced	99383846601806576		Series statement (untraced): Justice, power, and politics	
	CHECK-Cataloging Language	99383846700806576	(OCoLC)1028956590	040-b: 	The last days of Socrates : (Euthyphro, The Apology, Crito, Phaedo) / by Plato ; translated with by Benjamin Jowett.
	CHECK-Cataloging Language	99383847403406576	(OCoLC)1155937386	040-b: 	Handbook of research on advancing language equity practices with immigrant communities : learning in and out of schools / Lourdes Cardozo-Gaibisso and Max Vazquez Dominguez.
	CHECK-Cataloging Language	99383847405306576	(OCoLC)1311312150	040-b: 	Zen and the art of motorcycle maintenance : an inquiry into values / Robert M. Pirsig.
	CHECK-Cataloging Language	99383848701106576	(OCoLC)1263027055	040-b: 	Athletes making moves : secure the future by protecting your name, image, and likeness / Sivonnia DeBarros.
	CHECK-ENCODING	99383848701306576	(OCoLC)980347970	Encoding level: 3	Eroticism and other literary conventions in Chinese literature [electronic resource] : intertextuality in the story of the stone / I-Hsien Wu.
	CHECK-Cataloging Language	99383848701306576	(OCoLC)980347970	040-b: 	Eroticism and other literary conventions in Chinese literature [electronic resource] : intertextuality in the story of the stone / I-Hsien Wu.
	CHECK-Series490-traced	99383848701306576	(OCoLC)980347970	Series statement (traced): Cambria sinophone world series	
	CHECK-ENCODING	99383848701406576	(OCoLC)819330497	Encoding level: K	The lyrical resonance between Chinese poets and painters [electronic resource] : the tradition and poetics of tihuashi / Daan Pan.
	CHECK-Cataloging Language	99383848701406576	(OCoLC)819330497	040-b: 	The lyrical resonance between Chinese poets and painters [electronic resource] : the tradition and poetics of tihuashi / Daan Pan.
	CHECK-ENCODING	99383848703306576		Encoding level: 7	Writing for Print [electronic resource] : Publishing and the Making of Textual Authority in Late Imperial China.
	CHECK-Cataloging Language	99383848703306576		040-b: 	Writing for Print [electronic resource] : Publishing and the Making of Textual Authority in Late Imperial China.
	EDIT-Geo	99383848703306576		No Geo Code; Check Bib Record for Geo Headings	Writing for Print [electronic resource] : Publishing and the Making of Textual Authority in Late Imperial China.
	CHECK-Series490-traced	99383848703306576		Series statement (traced): Harvard University Studies in East Asian Law Ser.	
	CHECK-ENCODING	99383848704906576		Encoding level: 3	Life As an Intelligence Test : the Predictive Power of IQ.
	CHECK-Cataloging Language	99383848704906576		040-b: 	Life As an Intelligence Test : the Predictive Power of IQ.
	EDIT-Series490-untraced	99383848704906576		Series statement (untraced): Cognitive Science and Psychology Series	
	CHECK-ENCODING	99383848705006576		Encoding level: 3	The Tyranny of the Banal [electronic resource] : On the Renewal of Catholic Moral Theology.
	CHECK-Cataloging Language	99383848705006576		040-b: 	The Tyranny of the Banal [electronic resource] : On the Renewal of Catholic Moral Theology.
	EDIT-ISBN_20a-to-z	99383848705006576		020a: 1978700814 (Cloth)	
	CHECK-Cataloging Language	99383849998406576	(OCoLC)1371142036	040-b: 	Infodemic disorder : Covid-19 coping strategies in Europe, Canada and Mexico / edited by Gevisa La Rocca, Marie-Eve Carignan, Giovanni Boccia Artieri.
	CHECK-Cataloging Language	99383849998806576	(OCoLC)932337693	040-b: 	Theatre history and historiography : ethics, evidence and truth / edited by Claire Cochrane and Jo Robinson. [Introduction, selection and editorial matter].
	CHECK-100-INDICATOR	99383849998806576	(OCoLC)932337693	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383849998806576	(OCoLC)932337693	245 Ind1: 0	Theatre history and historiography : ethics, evidence and truth / edited by Claire Cochrane and Jo Robinson. [Introduction, selection and editorial matter].
	CHECK-Series490-traced	99383850004206576	(OCoLC)1120691620	Series statement (traced): New directions in cultural policy research	
	CHECK-Cataloging Language	99383850004406576	(OCoLC)1292363571	040-b: 	Common fround : second language acquisition theory goes to the classroom.
	CHECK-ENCODING	99383850077506576	(OCoLC)1155973003	Encoding level: 3	The body keeps the score [electronic resource] : brain, mind, and body in the healing of trauma / Bessel A. van der Kolk, M.D.
	CHECK-Cataloging Language	99383850077506576	(OCoLC)1155973003	040-b: 	The body keeps the score [electronic resource] : brain, mind, and body in the healing of trauma / Bessel A. van der Kolk, M.D.
	CHECK-Cataloging Language	99383850078906576	(OCoLC)1380466373	040-b: 	Our history has always been contraband : in defense of black studies / edited by Colin Kaepernick, Robin D. G. Kelley, and Keeanga-Yamahtta Taylor.
	CHECK-100-INDICATOR	99383850078906576	(OCoLC)1380466373	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383850078906576	(OCoLC)1380466373	245 Ind1: 0	Our history has always been contraband : in defense of black studies / edited by Colin Kaepernick, Robin D. G. Kelley, and Keeanga-Yamahtta Taylor.
	CHECK-ENCODING	99383850102506576		Encoding level: 3	Revisiting Rape in Antiquity : Sexualised Violence in Greek and Roman Worlds.
	CHECK-Cataloging Language	99383850102506576		040-b: 	Revisiting Rape in Antiquity : Sexualised Violence in Greek and Roman Worlds.
	CHECK-ENCODING	99383850104406576		Encoding level: 3	From craft to career [electronic resource] : a casting director's guide for the actor / by Merri Sugarman ; with Tracy Moss ; [foreword by Tara Rubin].
